gene symbol,gene mim,disease name,disease mim,DDD category,allelic requirement,mutation consequence,phenotypes,organ specificity list,pmids,panel,prev symbols,hgnc id,gene disease pair entry date
SCN5A,600163,LONG QT SYNDROME 3,603830,confirmed,monoallelic,uncertain,HP:0001279;HP:0004751;HP:0001962;HP:0004757;HP:0000007;HP:0000407;HP:0002047;HP:0011715;HP:0001678;HP:0006673;HP:0004755;HP:0001695;HP:0025478;HP:0005949;HP:0100578;HP:0011705;HP:0005170;HP:0031295;HP:0011704;HP:0012251;HP:0001644;HP:0001664;HP:0004749;HP:0011712;HP:0001645;HP:0006671;HP:0001663;HP:0000006;HP:0003577;HP:0005155;HP:0000982;HP:0001426;HP:0005110;HP:0001712;HP:0001874;HP:0001297;HP:0011713;HP:0003198;HP:0002094;HP:0004308;HP:0011675;HP:0001649;HP:0003457;HP:0005180;HP:0003236;HP:0001657;HP:0001688;HP:0006682;HP:0006699;HP:0011711;HP:0005172;HP:0001425;HP:0001699,Heart/Cardiovasculature/Lymphatic,1309946;7889574;7651517;8917568;10200053;10627139;9495298;10590249;10508990;10377081;10807877;11535573;11533705;12123767;14654377;12673799;12650885;15485686;14736542;17145985;17698727;19808432;19841300;21076026;21799153;22721569;23998552;24871449;23963187;27566755;26467377;28782696,Cardiac,"CDCD2, CMD1E, CMPD2, HB1, HB2, HBBD, HH1, ICCD, IVF, LQT3, Nav1.5, PFHB1, SSS1, VF1",10593,2020-06-23T09:22:28Z
SHOC2,602775,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1,607721,confirmed,monoallelic,uncertain,HP:0000238;HP:0040169;HP:0000006;HP:0006191;HP:0000316;HP:0000369;HP:0011220;HP:0000465;HP:0000179;HP:0000752;HP:0002162;HP:0001290;HP:0001388;HP:0032152;HP:0000174;HP:0000028;HP:0001642;HP:0004322;HP:0001639;HP:0000470;HP:0001231;HP:0001249;HP:0005108;HP:0000233;HP:0001631;HP:0001800;HP:0002002;HP:0000358;HP:0001629;HP:0011968;HP:0000286;HP:0000964;HP:0002079;HP:0000527;HP:0000670;HP:0000400;HP:0000486;HP:0000368;HP:0000256;HP:0000365;HP:0003196;HP:0100840;HP:0001156;HP:0000463;HP:0001611;HP:0002750;HP:0008064;HP:0001561;HP:0002209;HP:0000767;HP:0009811,Heart/Cardiovasculature/Lymphatic,19684605;20882035;21548061;23875798;19684605;27466182;22606262,Cardiac,"SIAA0862, SOC2, SUR8",15454,2020-06-23T09:22:28Z
SLC25A4,103220,MITOCHONDRIAL DNA DEPLETION SYNDROME 12B,615418,confirmed,biallelic,uncertain,HP:0000602;HP:0001962;HP:0003577;HP:0000939;HP:0001272;HP:0000544;HP:0000501;HP:0003202;HP:0007042;HP:0002076;HP:0003689;HP:0001946;HP:0000017;HP:0000821;HP:0002063;HP:0012378;HP:0003326;HP:0001324;HP:0001254;HP:0001265;HP:0001276;HP:0003548;HP:0000545;HP:0003324;HP:0000639;HP:0001250;HP:0001251;HP:0003477;HP:0003731;HP:0000365;HP:0003388;HP:0000505;HP:0002375;HP:0001260;HP:0003546;HP:0012103;HP:0000007;HP:0000836;HP:0001644;HP:0003581;HP:0000338;HP:0000486;HP:0000739;HP:0001513;HP:0002322;HP:0002071;HP:0003458;HP:0000006;HP:0001425;HP:0007302;HP:0000407;HP:0003547;HP:0003394;HP:0000716;HP:0000496;HP:0100543;HP:0001290;HP:0004308;HP:0002020;HP:0003677;HP:0000819;HP:0001131;HP:0000597;HP:0012664;HP:0009830;HP:0001639;HP:0002151;HP:0001992;HP:0003676;HP:0002015;HP:0001508;HP:0001712;HP:0002540;HP:0002396;HP:0003551;HP:0003690;HP:0003438;HP:0002359;HP:0002910;HP:0000590;HP:0002578;HP:0002067;HP:0011675;HP:0003198;HP:0003236;HP:0002747;HP:0003128;HP:0002066;HP:0005110;HP:0001952;HP:0010628;HP:0001288;HP:0002093;HP:0003200;HP:0000512;HP:0003737;HP:0000853;HP:0001337;HP:0001392;HP:0000969;HP:0001349;HP:0002875;HP:0002019;HP:0100704;HP:0000508;HP:0003688;HP:0000518,Heart/Cardiovasculature/Lymphatic,22187496;23401503;25732997;8479824;16155110;9207786;2547778;10974536;21232697;15647764,Cardiac,"AAC1, ANT, ANT 1, ANT1, MTDPS12, MTDPS12A, PEO2, PEO3, PEOA2, T1",10990,2020-06-23T09:22:28Z
SMAD3,603109,LOEYS-DIETZ SYNDROME 3,613795,confirmed,monoallelic,loss of function,HP:0002105;HP:0001659;HP:0100490;HP:0004950;HP:0100749;HP:0001647;HP:0001762;HP:0000023;HP:0005294;HP:0005116;HP:0004942;HP:0000768;HP:0000316;HP:0100775;HP:0000978;HP:0004268;HP:0008419;HP:0001075;HP:0003302;HP:0002140;HP:0012499;HP:0012763;HP:0005110;HP:0002686;HP:0001388;HP:0001699;HP:0001643;HP:0002315;HP:0010648;HP:0004944;HP:0000939;HP:0010646;HP:0011645;HP:0001166;HP:0002617;HP:0002138;HP:0003549;HP:0000175;HP:0001363;HP:0005162;HP:0002875;HP:0002705;HP:0001519;HP:0002616;HP:0011106;HP:0001640;HP:0012432;HP:0001537;HP:0001642;HP:0000689;HP:0001634;HP:0001712;HP:0001297;HP:0000348;HP:0200146;HP:0000965;HP:0001065;HP:0001083;HP:0002650;HP:0000520;HP:0002107;HP:0002076;HP:0000276;HP:0010886;HP:0004959;HP:0001627;HP:0000278;HP:0012385;HP:0000822;HP:0000193;HP:0005112;HP:0006687;HP:0000766;HP:0000268;HP:0000767;HP:0002326;HP:0000272;HP:0000006;HP:0001677;HP:0000577;HP:0002758;HP:0005086;HP:0000518;HP:0001763;HP:0003179;HP:0004933;HP:0012163;HP:0002619;HP:0410151;HP:0000139;HP:0001653;HP:0000218;HP:0025487;HP:0002647;HP:0000977;HP:0008843;HP:0000098;HP:0000525;HP:0000987,Heart/Cardiovasculature/Lymphatic,23272854;21778426;21217753;23782924;23585475,Cardiac,"HSPC193, HsT17436, JV15-2, LDS1C, LDS3, MADH3",6769,2020-06-23T09:22:28Z
SOS1,182530,NOONAN SYNDROME 4,610733,confirmed,monoallelic,uncertain,HP:0002974;HP:0005692;HP:0010318;HP:0000044;HP:0011675;HP:0000494;HP:0000767;HP:0001260;HP:0004209;HP:0000470;HP:0000325;HP:0000486;HP:0001156;HP:0000535;HP:0005280;HP:0000768;HP:0000995;HP:0000006;HP:0000078;HP:0004322;HP:0000169;HP:0000465;HP:0001252;HP:0000689;HP:0000508;HP:0001641;HP:0000316;HP:0000476;HP:0001004;HP:0001629;HP:0001639;HP:0001324;HP:0006610;HP:0100763;HP:0000286;HP:0001642;HP:0000347;HP:0000639;HP:0011869;HP:0002240;HP:0000407;HP:0002208;HP:0002750;HP:0000179;HP:0001743;HP:0000368;HP:0030680;HP:0002162;HP:0007477;HP:0000915;HP:0000212;HP:0032152;HP:0002650;HP:0000520;HP:0001928;HP:0011381;HP:0000256;HP:0004415;HP:0000028;HP:0008872;HP:0011362;HP:0002967;HP:0000348;HP:0000635;HP:0003010;HP:0000391;HP:0001892;HP:0100625;HP:0000218;HP:0000474;HP:0002212;HP:0011800;HP:0009890;HP:0002167,Heart/Cardiovasculature/Lymphatic,17143285;21387466;25712082;25337068;18651097;23875798;17143285;25712082;17143282;20133692;21041952,Cardiac,"GF1, GGF1, GINGF, HGF, NS4, SOS-1",11187,2020-06-23T09:22:28Z
TGFB2,190220,LOEYS-DIETZ SYNDROME 4,614816,confirmed,monoallelic,loss of function,HP:0002107;HP:0002705;HP:0004950;HP:0001083;HP:0000006;HP:0002097;HP:0002616;HP:0001640;HP:0005162;HP:0011106;HP:0002647;HP:0001659;HP:0012763;HP:0001677;HP:0003549;HP:0005112;HP:0000023;HP:0000766;HP:0002326;HP:0002875;HP:0005692;HP:0005116;HP:0000278;HP:0000822;HP:0001634;HP:0001763;HP:0000978;HP:0001762;HP:0002140;HP:0001297;HP:0000525;HP:0004944;HP:0100775;HP:0000218;HP:0000316;HP:0000974;HP:0001647;HP:0003302;HP:0100749;HP:0001643;HP:0012499;HP:0000098;HP:0002650;HP:0012163;HP:0002105;HP:0410151;HP:0000965;HP:0001166;HP:0000494;HP:0001065;HP:0002138;HP:0004933;HP:0004959;HP:0200146;HP:0002686;HP:0012532,Heart/Cardiovasculature/Lymphatic,22772368;22772371,Cardiac,"G-TSF, LDS4, TGF-beta2",11768,2020-06-23T09:22:28Z
TGFBR1,190181,LOEYS-DIETZ SYNDROME 1,609192,confirmed,monoallelic,uncertain,HP:0000202;HP:0004942;HP:0012163;HP:0001640;HP:0005112;HP:0004970;HP:0011106;HP:0001388;HP:0000023;HP:0000963;HP:0001166;HP:0004955;HP:0001373;HP:0002617;HP:0005162;HP:0100775;HP:0000006;HP:0002326;HP:0000767;HP:0002647;HP:0000316;HP:0000766;HP:0003549;HP:0000238;HP:0001263;HP:0012385;HP:0000347;HP:0000768;HP:0001363;HP:0005692;HP:0001425;HP:0004937;HP:0100718;HP:0000987;HP:0009473;HP:0000098;HP:0001249;HP:0002107;HP:0000822;HP:0004950;HP:0001634;HP:0001297;HP:0001762;HP:0002105;HP:0001631;HP:0001647;HP:0000175;HP:0002664;HP:0200146;HP:0002686;HP:0100749;HP:0000978;HP:0012499;HP:0001763;HP:0004944;HP:0000977;HP:0001659;HP:0100490;HP:0000951;HP:0002875;HP:0001695;HP:0001643;HP:0010648;HP:0002138;HP:0000218;HP:0005294;HP:0000525;HP:0000577;HP:0003674;HP:0012763;HP:0000278;HP:0001519;HP:0005182;HP:0004933;HP:0004959;HP:0410151;HP:0000272;HP:0000592;HP:0000965;HP:0002705;HP:0005116;HP:0000520;HP:0002308;HP:0001065;HP:0001162;HP:0002616;HP:0001677;HP:0002650;HP:0000193;HP:0001083;HP:0001892;HP:0002140,Heart/Cardiovasculature/Lymphatic,16791849;26188975;19542084;27146836;16791849;18781618;26188975;22414221;27739498;24355923,Cardiac,"AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TBR-i, TBRI, TGFR-1, tbetaR-I",11772,2020-06-23T09:22:28Z
TGFBR2,190182,LOEYS-DIETZ SYNDROME 2,610168,confirmed,monoallelic,uncertain,HP:0000987;HP:0100571;HP:0002105;HP:0001643;HP:0012385;HP:0012163;HP:0000739;HP:0003401;HP:0001428;HP:0002376;HP:0001608;HP:0000716;HP:0010786;HP:0012499;HP:0004937;HP:0000822;HP:0007018;HP:0010648;HP:0002616;HP:0001695;HP:0000316;HP:0003003;HP:0011459;HP:0100718;HP:0000202;HP:0100749;HP:0010526;HP:0002705;HP:0012763;HP:0100835;HP:0001537;HP:0002875;HP:0002647;HP:0001166;HP:0001677;HP:0006725;HP:0001373;HP:0000965;HP:0002076;HP:0003549;HP:0001659;HP:0000708;HP:0003006;HP:0001634;HP:0005112;HP:0004959;HP:0000272;HP:0001123;HP:0000737;HP:0001388;HP:0010622;HP:0100775;HP:0000525;HP:0004374;HP:0000577;HP:0002107;HP:0100615;HP:0007256;HP:0100660;HP:0001363;HP:0002027;HP:0000023;HP:0001065;HP:0001263;HP:0001763;HP:0000939;HP:0012378;HP:0002671;HP:0000520;HP:0001156;HP:0005692;HP:0010442;HP:0000978;HP:0001297;HP:0006716;HP:0011106;HP:0001159;HP:0001824;HP:0004950;HP:0001762;HP:0002108;HP:0001425;HP:0000238;HP:0001631;HP:0000766;HP:0004955;HP:0004944;HP:0000768;HP:0000218;HP:0004933;HP:0000767;HP:0002326;HP:0000193;HP:0002894;HP:0000006;HP:0001519;HP:0100259;HP:0100576;HP:0009473;HP:0002716;HP:0012174;HP:0100743;HP:0000098;HP:0005162;HP:0002019;HP:0001640;HP:0200008;HP:0001892;HP:0005116;HP:0001522;HP:0002686;HP:0100031;HP:0002893;HP:0000347;HP:0002140;HP:0001402;HP:0001083;HP:0002860;HP:0100613;HP:0001371;HP:0001250;HP:0002138;HP:0002664;HP:0010524;HP:0002024;HP:0003302;HP:0002516;HP:0001252;HP:0001864;HP:0002308;HP:0005807;HP:0410151;HP:0200146;HP:0000738;HP:0000278;HP:0000505;HP:0001647;HP:0000175;HP:0002650;HP:0004970;HP:0001288;HP:0003179;HP:0002354;HP:0001276;HP:0000963;HP:0002167;HP:0004942;HP:0005182;HP:0100490;HP:0001249;HP:0002017;HP:0002239;HP:0001260;HP:0002617;HP:0005294;HP:0012735;HP:0000592;HP:0008872,Heart/Cardiovasculature/Lymphatic,16791849;16027248;16885183;18781618;25555948;12821554;20628007;15731757;12948523;26494233;20628007;15235604;21979435;24401272;24355923,Cardiac,"AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII",11773,2020-06-23T09:22:28Z
TNNI3,191044,"CARDIOMYOPATHY, HYPERTROPHIC, 7",613690,confirmed,monoallelic,all missense/in frame,HP:0100578;HP:0000006;HP:0005110;HP:0031295;HP:0001874;HP:0001723;HP:0003198;HP:0011462;HP:0000982;HP:0001638;HP:0000007;HP:0001712;HP:0003621;HP:0001425;HP:0001645;HP:0002119;HP:0003457;HP:0001714;HP:0000407;HP:0001635;HP:0001644;HP:0003236,Heart/Cardiovasculature/Lymphatic,9241277;15698845;22876777;20641121;19035361;15607392,Cardiac,"CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI",11947,2020-06-23T09:22:28Z
TNNT2,191045,"CARDIOMYOPATHY, HYPERTROPHIC, 2",115195,confirmed,monoallelic,all missense/in frame,HP:0005110;HP:0001712;HP:0001638;HP:0001644;HP:0001874;HP:0030682;HP:0001639;HP:0003198;HP:0000982;HP:0001635;HP:0003457;HP:0000407;HP:0000006;HP:0001699;HP:0003236;HP:0100578,Heart/Cardiovasculature/Lymphatic,8205619;23494605;14636924;27532257;27721798;1934353;10330428;10405326;11060294;9637714;10449439,Cardiac,"CMD1D, CMH2, CMPD2, LVNC6, RCM3, TnTC, cTnT",11949,2020-06-23T09:22:28Z
TPM1,191010,"CARDIOMYOPATHY, HYPERTROPHIC, 3",115196,confirmed,monoallelic,all missense/in frame,HP:0003236;HP:0003198;HP:0001644;HP:0001874;HP:0004756;HP:0000982;HP:0001635;HP:0001653;HP:0001639;HP:0100578;HP:0000006;HP:0000407;HP:0003457,Heart/Cardiovasculature/Lymphatic,7729014;8205619;8327508;8774330;8523464;9822100;11136687;12651045;12423715;27532257;25548289;21376702;23508784;27057166;15059934;11603924;11045979;21320446,Cardiac,"C15orf13, CMD1Y, CMH3, HEL-S-265, HTM-alpha, LVNC9, TMSA",12010,2020-06-23T09:22:28Z
TTR,176300,"AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED",105210,confirmed,monoallelic,uncertain,HP:0000006;HP:0001824;HP:0008326;HP:0001269;HP:0012332;HP:0003676;HP:0004926;HP:0008247;HP:0002014;HP:0001337;HP:0001265;HP:0001271;HP:0000365;HP:0001640;HP:0002401;HP:0000112;HP:0002315;HP:0011675;HP:0100832;HP:0000505;HP:0000726;HP:0012185;HP:0000639;HP:0000802;HP:0002019;HP:0002922;HP:0001250;HP:0001678;HP:0012211;HP:0003477;HP:0000020;HP:0001257;HP:0009830;HP:0011034;HP:0001324;HP:0001260;HP:0001251;HP:0001638;HP:0007841;HP:0003581;HP:0012276;HP:0010550,Heart/Cardiovasculature/Lymphatic,16115295;16194874;26537620;1626570;1570831;15983293;27806283;9095004;11310831,Cardiac,"ATTR, CTS, CTS1, HEL111, HsT2651, PALB, TBPA",12405,2020-06-23T09:22:28Z
ALPK3,617608,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC 27, Infant-onset  HCM/DCM",618052,confirmed,biallelic,uncertain,HP:0005180;HP:0001789;HP:0001657;HP:0001640;HP:0000007;HP:0001653,Heart/Cardiovasculature/Lymphatic,26846950;27106955;11418590;11418590;27106955;11418590;21441111,Cardiac,"CMH27;MAK, MIDORI",17574,2020-06-23T09:22:28Z
COX15,603646,LEIGH SYNDROME,256000,confirmed,biallelic,uncertain,HP:0000712;HP:0100022;HP:0002171;HP:0001404;HP:0002793;HP:0009830;HP:0003593;HP:0000365;HP:0025356;HP:0002878;HP:0001260;HP:0001427;HP:0000639;HP:0002093;HP:0007183;HP:0001251;HP:0001639;HP:0000602;HP:0001290;HP:0002073;HP:0001252;HP:0002490;HP:0003128;HP:0003676;HP:0000007;HP:0002104;HP:0000508;HP:0007305;HP:0001425;HP:0010864;HP:0008972;HP:0000486;HP:0000252;HP:0001249;HP:0000580;HP:0001629;HP:0001638;HP:0001298;HP:0007020;HP:0001558;HP:0000648;HP:0001332;HP:0001347;HP:0001508;HP:0001263;HP:0000407;HP:0000998;HP:0001903;HP:0001397;HP:0001257;HP:0002151;HP:0002415;HP:0001250;HP:0001941;HP:0002928,Heart/Cardiovasculature/Lymphatic,15235026;11788607;25613900;25613900;21723506;26039449,Cardiac,CEMCOX2,2263,2020-06-23T09:22:28Z
LOX,153455,"AORTIC ANEURYSM FAMILIAL THORACIC, 10",617168,confirmed,monoallelic,loss of function,HP:0005162;HP:0000545;HP:0000767;HP:0001297;HP:0000006;HP:0002705;HP:0001659;HP:0011106;HP:0001519;HP:0000766;HP:0001382;HP:0002650;HP:0000978;HP:0001643;HP:0000316;HP:0100775;HP:0001166;HP:0000098;HP:0012163;HP:0002647;HP:0002875;HP:0001763;HP:0100749;HP:0000822;HP:0002326;HP:0001640;HP:0004950;HP:0004959;HP:0002140;HP:0000023;HP:0002107;HP:0001677;HP:0001653;HP:0002616;HP:0000218;HP:0002686;HP:0004944;HP:0004933;HP:0012763;HP:0000965;HP:0005113;HP:0000278;HP:0000525;HP:0003549;HP:0001647;HP:0002105;HP:0005112;HP:0000678;HP:0200146;HP:0002138;HP:0012499,Heart/Cardiovasculature/Lymphatic,26838787;27432961;27432961;1975633,Cardiac,AAT10,6664,2020-06-23T09:22:28Z
LZTR1,600574,NOONAN SYNDROME 10,616564,confirmed,monoallelic,all missense/in frame,HP:0000508;HP:0000347;HP:0000535;HP:0000179;HP:0008872;HP:0030680;HP:0000325;HP:0001680;HP:0002974;HP:0000391;HP:0000028;HP:0000078;HP:0000639;HP:0011381;HP:0000494;HP:0000218;HP:0011800;HP:0001004;HP:0000520;HP:0100763;HP:0002208;HP:0000474;HP:0001928;HP:0002212;HP:0005692;HP:0000044;HP:0000407;HP:0007477;HP:0100008;HP:0000006;HP:0000767;HP:0010302;HP:0002650;HP:0004415;HP:0001743;HP:0001671;HP:0011362;HP:0001156;HP:0002167;HP:0004209;HP:0000316;HP:0004322;HP:0000768;HP:0002240;HP:0001641;HP:0001252;HP:0000348;HP:0000766;HP:0001892;HP:0001260;HP:0001324;HP:0006610;HP:0100625;HP:0011869;HP:0001642;HP:0003828;HP:0000465;HP:0000368;HP:0000476;HP:0002162;HP:0010318;HP:0001718;HP:0000470;HP:0000486;HP:0002750;HP:0011675;HP:0000995;HP:0003829,Heart/Cardiovasculature/Lymphatic,25049390;25795793,Cardiac,"BTBD29, LZTR-1, NS10, NS2, SWNTS2",6742,2020-06-23T09:22:28Z
PPP1CB,600590,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2,617506,confirmed,monoallelic,uncertain,HP:0000218;HP:0000670;HP:0000174;HP:0002002;HP:0000391;HP:0000494;HP:0002750;HP:0000475;HP:0001382;HP:0005108;HP:0011220;HP:0000470;HP:0001653;HP:0000233;HP:0007099;HP:0001655;HP:0001480;HP:0000316;HP:0001800;HP:0010648;HP:0001508;HP:0000286;HP:0004322;HP:0000256;HP:0000006;HP:0000028;HP:0001680;HP:0000465;HP:0000358;HP:0002162;HP:0000365;HP:0001639;HP:0000238;HP:0000368;HP:0001305;HP:0001249;HP:0001631;HP:0001643;HP:0001363;HP:0004969;HP:0002209;HP:0011712;HP:0000609;HP:0000463;HP:0000957;HP:0000750;HP:0001290;HP:0000369;HP:0001156;HP:0000767;HP:0001231;HP:0000179;HP:0009811;HP:0100840;HP:0001642;HP:0002217;HP:0000400;HP:0000396;HP:0000508;HP:0000768;HP:0000963;HP:0001263;HP:0001629;HP:0008070;HP:0003196,Heart/Cardiovasculature/Lymphatic,27264673;27868344;27681385;28211982;25356899;27681385;16630891;24211266,Cardiac,"HEL-S-80p, NSLH2, PP-1B, PP1B, PP1beta, PPP1CD",9282,2020-06-23T09:22:28Z
PRKG1,176894,"AORTIC ANEURYSM FAMILIAL THORACIC, 8",615436,confirmed,monoallelic,uncertain,HP:0030882;HP:0005162;HP:0002686;HP:0000822;HP:0004933;HP:0000023;HP:0006702;HP:0012727;HP:0011106;HP:0002138;HP:0000006;HP:0002650;HP:0002326;HP:0200146;HP:0002875;HP:0100775;HP:0000965;HP:0002140;HP:0000525;HP:0002107;HP:0000978;HP:0001677;HP:0004950;HP:0100749;HP:0000316;HP:0001647;HP:0012499;HP:0001640;HP:0001166;HP:0003549;HP:0001659;HP:0004959;HP:0001297;HP:0012763;HP:0000278;HP:0001643;HP:0002616;HP:0002705;HP:0000098;HP:0002105;HP:0005112;HP:0012163;HP:0002647;HP:0001763;HP:0000766;HP:0004944,Heart/Cardiovasculature/Lymphatic,23910461;27442293;9606187,Cardiac,"AAT8, PKG, PKG1, PRKG1B, PRKGR1B, cGK, cGK 1, cGK1, cGKI, cGKI-BETA, cGKI-alpha",9414,2020-06-23T09:22:28Z
TRDN,603283,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS",615441,confirmed,biallelic,uncertain,HP:0000006;HP:0001250;HP:0001279;HP:0001699;HP:0005110;HP:0000007;HP:0002321;HP:0005162;HP:0025478;HP:0031273;HP:0001695;HP:0004756;HP:0006682;HP:0001657;HP:0031677;HP:0003701;HP:0001645;HP:0001259,Heart/Cardiovasculature/Lymphatic,25922419;26768964,Cardiac,"CPVT5, TDN, TRISK",12261,2020-06-23T09:22:28Z
ACTN2,102573,"HCM, LVH, LVNC, DCM, idiopathic VF",612158,probable,monoallelic,uncertain,HP:0000407;HP:0003236;HP:0000982;HP:0003457;HP:0003198;HP:0001644;HP:0005110;HP:0001874;HP:0001678;HP:0001706;HP:0006685;HP:0031319;HP:0001695;HP:0004755;HP:0000006;HP:0100578;HP:0001712;HP:0030682,Heart/Cardiovasculature/Lymphatic,20474083;17097056;20022194;25224718;25173926;26779504;26573135;20474083;14567970;24860983;1339456;20022194;22253474,Cardiac,CMD1AA;CMH23,164,2020-06-23T09:22:28Z
CACNA1C,114205,LONG QT SYNDROME 8,601005,probable,monoallelic,uncertain,HP:0011712;HP:0002719;HP:0002090;HP:0001645;HP:0001662;HP:0004755;HP:0001629;HP:0001663;HP:0001643;HP:0004751;HP:0000821;HP:0001943;HP:0005280;HP:0001636;HP:0001279;HP:0001290;HP:0001655;HP:0005110;HP:0012251;HP:0001159;HP:0004308;HP:0000717;HP:0001249;HP:0000691;HP:0001263;HP:0001640;HP:0011704;HP:0012272;HP:0012232;HP:0000219;HP:0001649;HP:0011715;HP:0001250;HP:0001657;HP:0001695;HP:0000006;HP:0000311;HP:0001699;HP:0011705;HP:0002901;HP:0012725;HP:0012387,Heart/Cardiovasculature/Lymphatic,15863612;23677916;24728418;25633834;27390944,Cardiac,"CACH2;CACN2, CACNL1A1, CCHL1A1, CaV1.2, LQT8, TS, TS. LQT8",1390,2020-06-23T09:22:28Z
CSRP3,600824,"CARDIOMYOPATHY, HYPERTROPHIC, 12",612124,probable,monoallelic,loss of function,HP:0000407;HP:0000006;HP:0001638;HP:0003236;HP:0000982;HP:0006670;HP:0004756;HP:0004757;HP:0001644;HP:0003457;HP:0001645;HP:0003198;HP:0001706;HP:0001874;HP:0100578,Heart/Cardiovasculature/Lymphatic,21425739;22429680;25351510;12642359;16352453;19035361;24934443;20044516;15582318;24934443,Cardiac,"CLP;CMD1M, CMH12, CRP3, LMO4, MLP",2472,2020-06-23T09:22:28Z
JPH2,605267,"CARDIOMYOPATHY, HYPERTROPHIC, 17",613873,probable,monoallelic,all missense/in frame,HP:0001638;HP:0001962;HP:0002094;HP:0004756;HP:0001712;HP:0001685;HP:0000006,Heart/Cardiovasculature/Lymphatic,23973696;17509612;28393127;26869393;17476457;15541368;21216834;17509612;21339484,Cardiac,"CMH17;JP-2, JP2",14202,2020-06-23T09:22:28Z
LDB3,605906,"MYOPATHY, MYOFIBRILLAR, 4",609452,probable,monoallelic,uncertain,HP:0008997;HP:0000407;HP:0001645;HP:0009077;HP:0008954;HP:0011808;HP:0030682;HP:0003445;HP:0001635;HP:0030198;HP:0003457;HP:0003325;HP:0003715;HP:0003236;HP:0009027;HP:0005162;HP:0001271;HP:0031189;HP:0002600;HP:0001288;HP:0001712;HP:0008969;HP:0003555;HP:0009073;HP:0000006;HP:0003324;HP:0006685;HP:0009005;HP:0003323;HP:0000982;HP:0009830;HP:0003736;HP:0001874;HP:0003198;HP:0001626;HP:0004308;HP:0012722;HP:0009072;HP:0001638;HP:0006957;HP:0003458;HP:0003584;HP:0001644;HP:0100578;HP:0002505;HP:0031374;HP:0009063,Heart/Cardiovasculature/Lymphatic,NA,Cardiac,"CMD1C, CMH24, CMPD3, CYPHER, LDB3Z1, LDB3Z4, LVNC3, MFM4, ORACLE, PDLIM6, ZASP",15710,2020-06-23T09:22:28Z
MYBPC3,600958,"CARDIOMYOPATHY, HYPERTROPHIC, 4",115197,probable,monoallelic,loss of function,HP:0003198;HP:0001639;HP:0030682;HP:0000982;HP:0000407;HP:0001644;HP:0001874;HP:0003236;HP:0000006;HP:0003457;HP:0100578,Heart/Cardiovasculature/Lymphatic,18533079;9562578;7493025;27532257;26358504;9440712;24464755;11230104;15249187;11909824,Cardiac,"CMD1MM, CMH4, FHC, LVNC10, MYBP-C, cMyBP-C",7551,2020-06-23T09:22:28Z
SOS2,601247,NOONAN SYNDROME 9,616559,probable,monoallelic,uncertain,HP:0011362;HP:0002750;HP:0001252;HP:0000494;HP:0000407;HP:0001671;HP:0002162;HP:0000348;HP:0011381;HP:0006610;HP:0040180;HP:0011869;HP:0005692;HP:0011675;HP:0000486;HP:0001156;HP:0000347;HP:0000368;HP:0000465;HP:0100763;HP:0004209;HP:0000767;HP:0001642;HP:0000006;HP:0001928;HP:0000995;HP:0001680;HP:0002240;HP:0010318;HP:0007477;HP:0000476;HP:0000044;HP:0008872;HP:0000520;HP:0002974;HP:0011800;HP:0000078;HP:0001004;HP:0000028;HP:0000179;HP:0001641;HP:0002212;HP:0000508;HP:0000639;HP:0000768;HP:0001324;HP:0000535;HP:0000474;HP:0000325;HP:0001263;HP:0000391;HP:0002650;HP:0002167;HP:0001892;HP:0000316;HP:0002208;HP:0004322;HP:0001260;HP:0030680;HP:0000218;HP:0000470;HP:0001743;HP:0004415;HP:0100625,Heart/Cardiovasculature/Lymphatic,25795793;26173643;23875798;10938118,Cardiac,"NS9, SOS-2",11188,2020-06-23T09:22:28Z
TNNC1,191040,"CARDIOMYOPATHY, HYPERTROPHIC, 13",613243,probable,monoallelic,loss of function,HP:0011712;HP:0012250;HP:0001279;HP:0100578;HP:0005110;HP:0003198;HP:0000982;HP:0001644;HP:0200128;HP:0001639;HP:0001874;HP:0000006;HP:0000407;HP:0001663;HP:0011711;HP:0100749;HP:0003236;HP:0002094;HP:0003457,Heart/Cardiovasculature/Lymphatic,18572189;21262074;11385718;22815480;26779504;16302972;24260207;20566645;26976709;26341255;26304555;20925115,Cardiac,"CMD1Z, CMH13, TN-C, TNC, TNNC",11943,2020-06-23T09:22:28Z
